Code_commune_INSEE;Nom_commune;Code_postal;Ligne_5;Libellé_d_acheminement;coordonnees_gps
52543;VOILLECOMTE;52130;;VOILLECOMTE;48.5022510829,4.86259090368
52189;LE VAL D ESNOMS;52190;COURCELLES VAL D ESNOMS;LE VAL D ESNOMS;47.6904929765,5.21656859314
52545;VOISINES;52200;;VOISINES;47.8566535707,5.18061608381
52189;LE VAL D ESNOMS;52190;ESNOMS AU VAL;LE VAL D ESNOMS;47.6904929765,5.21656859314
53001;AHUILLE;53940;;AHUILLE;48.0242749675,-0.872848003304
52203;FONTAINES SUR MARNE;52170;;FONTAINES SUR MARNE;48.5585322909,5.11565256465
53003;AMBRIERES LES VALLEES;53300;CIGNE;AMBRIERES LES VALLEES;48.4227200634,-0.624160085775
52205;FOULAIN;52000;CRENAY;FOULAIN;48.0223132698,5.16701559496
53010;ASSE LE BERENGER;53600;;ASSE LE BERENGER;48.155873836,-0.318587508951
52206;FRAMPAS;52220;;FRAMPAS;48.5195287693,4.8332793403
53012;ATHEE;53400;;ATHEE;47.8819468899,-0.93658289517
52212;FRONVILLE;52300;;FRONVILLE;48.4008313761,5.13453844457
53013;AVERTON;53700;;AVERTON;48.3545540707,-0.210521518054
52213;GENEVRIERES;52500;;GENEVRIERES;47.7226560944,5.60301498362
53018;BALLOTS;53350;;BALLOTS;47.9040903892,-1.05880243531
52216;GERMAINES;52160;;GERMAINES;47.7994372317,5.02777502578
53025;BAZOUGERS;53170;;BAZOUGERS;48.0261307912,-0.593302561904
52221;GILLANCOURT;52330;;GILLANCOURT;48.1542646062,4.99722177508
53029;BIERNE LES VILLAGES;53290;ST MICHEL DE FEINS;BIERNE LES VILLAGES;47.8071088114,-0.532804034432
52222;GILLAUME;52230;;GILLAUME;48.4693259695,5.34579090105
53034;BONCHAMP LES LAVAL;53960;;BONCHAMP LES LAVAL;48.067608658,-0.698304870899
52230;GUDMONT VILLIERS;52320;;GUDMONT VILLIERS;48.3363931415,5.12108418016
53037;BOUESSAY;53290;;BOUESSAY;47.8721398411,-0.393398326513
52233;GUYONVELLE;52400;;GUYONVELLE;47.8592079373,5.70929745857
53042;BRECE;53120;;BRECE;48.3901761265,-0.771171459793
52242;HAUTE AMANCE;52600;;HAUTE AMANCE;47.844980324,5.53371841027
53053;CHAMPGENETEUX;53160;;CHAMPGENETEUX;48.2936006558,-0.376248680161
52251;JONCHERY;52000;SARCICOURT;JONCHERY;48.1516102771,5.07446482114
53056;LA CHAPELLE ANTHENAISE;53950;;LA CHAPELLE ANTHENAISE;48.1320145418,-0.660149410464
52253;JUZENNECOURT;52330;;JUZENNECOURT;48.1928229786,4.98502788338
53062;CHATEAU GONTIER SUR MAYENNE;53200;CHATEAU GONTIER;CHATEAU GONTIER SUR MAYENNE;47.8290067122,-0.738721767875
52256;LAFAUCHE;52700;;LAFAUCHE;48.3053380759,5.49239986278
53079;COUESMES VAUCE;53300;;COUESMES VAUCE;48.4480572726,-0.709938389949
52257;LAFERTE SUR AMANCE;52500;;LAFERTE SUR AMANCE;47.8342467374,5.69549834249
53079;COUESMES VAUCE;53300;VAUCE;COUESMES VAUCE;48.4480572726,-0.709938389949
52265;BAYARD SUR MARNE;52170;GOURZON;BAYARD SUR MARNE;48.5499615771,5.06880935835
53083;COURCITE;53700;;COURCITE;48.3045487938,-0.253606869806
52272;LANTY SUR AUBE;52120;;LANTY SUR AUBE;48.0238372012,4.74848536778
53085;CRENNES SUR FRAUBEE;53700;;CRENNES SUR FRAUBEE;48.3825961037,-0.26618187335
52273;LARIVIERE ARNONCOURT;52400;;LARIVIERE ARNONCOURT;48.0240430841,5.7182829587
53087;LA CROPTE;53170;;LA CROPTE;47.9540718566,-0.491505968258
52274;LATRECEY ORMOY SUR AUBE;52120;;LATRECEY ORMOY SUR AUBE;47.9862841495,4.84287471621
53089;DAON;53200;;DAON;47.7578017678,-0.627519055718
52274;LATRECEY ORMOY SUR AUBE;52120;ORMOY SUR AUBE;LATRECEY ORMOY SUR AUBE;47.9862841495,4.84287471621
53103;LE GENEST ST ISLE;53940;ST ISLE;LE GENEST ST ISLE;48.104173372,-0.895219707599
52285;LEUCHEY;52190;;LEUCHEY;47.7280758728,5.21503608334
53104;GENNES LONGUEFUYE;53200;GENNES SUR GLAIZE;GENNES LONGUEFUYE;47.8440286792,-0.586296420609
52287;LEVECOURT;52150;;LEVECOURT;48.1358793289,5.56080225778
53104;GENNES LONGUEFUYE;53200;LONGUEFUYE;GENNES LONGUEFUYE;47.8440286792,-0.586296420609
52288;LEZEVILLE;52230;LANEUVILLE AU BOIS;LEZEVILLE;48.4275449909,5.39183251912
53108;LA GRAVELLE;53410;;LA GRAVELLE;48.0812094944,-1.0243127895
52290;LES LOGES;52500;;LES LOGES;47.7728373639,5.48522225072
53118;LE HOUSSEAU BRETIGNOLLES;53110;BRETIGNOLLES LE MOULIN;LE HOUSSEAU BRETIGNOLLES;48.4707455149,-0.537332465722
52292;LONGEAU PERCEY;52250;LONGEAU;LONGEAU PERCEY;47.7600762777,5.31857922442
53119;L HUISSERIE;53970;;L HUISSERIE;48.0167338344,-0.766387903128
52297;LUZY SUR MARNE;52000;;LUZY SUR MARNE;48.0565587654,5.20017320213
53121;JAVRON LES CHAPELLES;53250;LES CHAPELLES;JAVRON LES CHAPELLES;48.4208361061,-0.330959453036
52305;MANDRES LA COTE;52800;;MANDRES LA COTE;48.0688442092,5.33356686947
53122;JUBLAINS;53160;;JUBLAINS;48.2455340373,-0.498318427927
52310;MARBEVILLE;52320;;MARBEVILLE;48.2625993866,5.02188488237
53123;JUVIGNE;53380;;JUVIGNE;48.2356053561,-1.02188545282
52311;MARCILLY EN BASSIGNY;52360;;MARCILLY EN BASSIGNY;47.8872207822,5.54794700045
53124;PREE D ANJOU;53200;AMPOIGNE;PREE D ANJOU;47.8446027753,-0.835394769225
52312;MARDOR;52200;;MARDOR;47.8839324283,5.20979926063
53124;PREE D ANJOU;53200;LAIGNE;PREE D ANJOU;47.8446027753,-0.835394769225
52313;MAREILLES;52700;;MAREILLES;48.1744777134,5.26234657635
53125;LANDIVY;53190;;LANDIVY;48.4787671606,-1.03882246254
52318;MELAY;52400;;MELAY;47.8934170946,5.81934321302
53127;LASSAY LES CHATEAUX;53110;;LASSAY LES CHATEAUX;48.4421089808,-0.498821106653
52322;MEURES;52310;;MEURES;48.1878659479,5.06166389383
53136;LA ROCHE NEUVILLE;53200;LOIGNE SUR MAYENNE;LA ROCHE NEUVILLE;47.8683528572,-0.737119476827
52326;MIRBEL;52320;;MIRBEL;48.2896692671,5.04080217069
53141;LOUVIGNE;53210;;LOUVIGNE;48.0547197919,-0.634640720339
52331;LA PORTE DU DER;52220;MONTIER EN DER;LA PORTE DU DER;48.4874732749,4.78668890124
53161;MONTSURS;53150;;MONTSURS;48.1342883147,-0.552017747624
52335;MONTOT SUR ROGNON;52700;;MONTOT SUR ROGNON;48.2846391815,5.29631206011
53164;NEUILLY LE VENDIN;53250;;NEUILLY LE VENDIN;48.4904833451,-0.326146757248
52348;NEUILLY L EVEQUE;52360;;NEUILLY L EVEQUE;47.9193052066,5.43856285337
53179;PLACE;53240;;PLACE;48.2644178522,-0.775676155113
52358;NOYERS;52240;;NOYERS;48.0613888303,5.48533764002
53182;PORT BRILLET;53410;;PORT BRILLET;48.1212899945,-0.963949064008
52359;NULLY;52110;;NULLY;48.3704679464,4.81456093137
53188;RENAZE;53800;;RENAZE;47.7843103989,-1.040222995
52362;ORBIGNY AU MONT;52360;;ORBIGNY AU MONT;47.8851114034,5.46238446053
53193;RUILLE FROID FONDS;53170;;RUILLE FROID FONDS;47.9061787546,-0.625211049544
52376;PANSEY;52230;;PANSEY;48.4772456107,5.28155771235
53195;SACE;53470;;SACE;48.1800800197,-0.699374640093
52378;PAROY SUR SAULX;52300;;PAROY SUR SAULX;48.5149155599,5.24765880237
53198;ST AUBIN DU DESERT;53700;;ST AUBIN DU DESERT;48.3147006248,-0.184927866306
52384;PERROGNEY LES FONTAINES;52160;;PERROGNEY LES FONTAINES;47.8046627431,5.20244650135
53199;ST AUBIN FOSSE LOUVAIN;53120;;ST AUBIN FOSSE LOUVAIN;48.4490661735,-0.836056782555
52405;LE MONTSAUGEONNAIS;52190;MONTSAUGEON;LE MONTSAUGEONNAIS;47.6875295793,5.2920187848
53200;ST BAUDELLE;53100;;ST BAUDELLE;48.2871604216,-0.650878906901
52414;RACHECOURT SUR MARNE;52170;;RACHECOURT SUR MARNE;48.5190528546,5.0924613247
53206;ST CHARLES LA FORET;53170;;ST CHARLES LA FORET;47.9194763101,-0.56890485725
52419;RENNEPONT;52370;;RENNEPONT;48.1641670802,4.85864447421
53208;ST CYR EN PAIL;53140;;ST CYR EN PAIL;48.4338588382,-0.253528252762
52425;RIVIERE LES FOSSES;52190;;RIVIERE LES FOSSES;47.6496133771,5.22678234152
53210;ST DENIS D ANJOU;53290;;ST DENIS D ANJOU;47.7899907217,-0.443836396748
52426;RIZAUCOURT BUCHEY;52330;;RIZAUCOURT BUCHEY;48.2744216566,4.86924772223
53211;ST DENIS DE GASTINES;53500;;ST DENIS DE GASTINES;48.3469457308,-0.87082653269
52426;RIZAUCOURT BUCHEY;52330;BUCHEY;RIZAUCOURT BUCHEY;48.2744216566,4.86924772223
53212;ST DENIS DU MAINE;53170;;ST DENIS DU MAINE;47.9806121004,-0.521686670231
52432;ROLAMPONT;52260;;ROLAMPONT;47.9506169361,5.30859356776
53219;ST GEORGES BUTTAVENT;53100;FONTAINE DANIEL;ST GEORGES BUTTAVENT;48.3009765177,-0.709948140576
52449;SAINTS GEOSMES;52200;;SAINTS GEOSMES;47.8274545004,5.31702793629
53222;ST GERMAIN D ANXURE;53240;;ST GERMAIN D ANXURE;48.2180775188,-0.734109264327
52457;ST VALLIER SUR MARNE;52200;;ST VALLIER SUR MARNE;47.8347894371,5.40182533022
53226;ST HILAIRE DU MAINE;53380;;ST HILAIRE DU MAINE;48.2230674956,-0.930972405821
52464;SAULLES;52500;;SAULLES;47.7012031937,5.52842395456
53228;BLANDOUET ST JEAN;53270;ST JEAN SUR ERVE;BLANDOUET ST JEAN;48.0403224442,-0.38824131993
52465;SAULXURES;52140;;SAULXURES;47.955255252,5.57978520657
53232;ST LEGER;53480;;ST LEGER;48.0862593313,-0.446252425773
52476;SOMMERECOURT;52150;;SOMMERECOURT;48.2241761343,5.65159771886
53233;ST LOUP DU DORAT;53290;;ST LOUP DU DORAT;47.8857485976,-0.423854225277
52483;SOYERS;52400;;SOYERS;47.8695105416,5.69390932987
53238;ST MARS SUR LA FUTAIE;53220;;ST MARS SUR LA FUTAIE;48.4310961702,-1.01165240815
52491;THONNANCE LES MOULINS;52230;;THONNANCE LES MOULINS;48.4195754486,5.31434602015
53251;ST QUENTIN LES ANGES;53400;;ST QUENTIN LES ANGES;47.777433487,-0.874589070438
52491;THONNANCE LES MOULINS;52230;BROUTHIERES;THONNANCE LES MOULINS;48.4195754486,5.31434602015
53255;STE SUZANNE ET CHAMMES;53270;STE SUZANNE;STE SUZANNE ET CHAMMES;48.1028813013,-0.354680320285
52503;VALLEROY;52500;;VALLEROY;47.6979256201,5.66002905454
53257;SAULGES;53340;;SAULGES;47.9761126561,-0.405978103131
52514;VERBIESLES;52000;;VERBIESLES;48.0755954132,5.18833921357
53260;SIMPLE;53360;;SIMPLE;47.8831198696,-0.854685550737
52517;VESAIGNES SOUS LAFAUCHE;52700;;VESAIGNES SOUS LAFAUCHE;48.284900446,5.44400289784
53261;SOUCE;53300;;SOUCE;48.4670641596,-0.67042009651
52526;VILLARS SANTENOGE;52160;;VILLARS SANTENOGE;47.744268654,4.99918998244
53269;VAUTORTE;53500;;VAUTORTE;48.2983458845,-0.823100560436
52526;VILLARS SANTENOGE;52160;SANTENOGE;VILLARS SANTENOGE;47.744268654,4.99918998244
53276;VOUTRE;53600;;VOUTRE;48.1374251351,-0.29251688071
52529;VILLEGUSIEN LE LAC;52190;PRANGEY;VILLEGUSIEN LE LAC;47.7309169271,5.31298003747
54001;ABAUCOURT;54610;;ABAUCOURT SUR SEILLE;48.8928445916,6.26559712571
52534;VILLIERS EN LIEU;52100;;VILLIERS EN LIEU;48.6683263529,4.90563674583
54010;ALLAMPS;54112;;ALLAMPS;48.548374875,5.81464831473
52535;VILLIERS LE SEC;52000;;VILLIERS LE SEC;48.1017851333,5.07195698997
54023;ARRACOURT;54370;;ARRACOURT;48.7246216504,6.53304766529
52540;VITRY EN MONTAGNE;52160;;VITRY EN MONTAGNE;47.8259360589,5.0931358206
54026;ATHIENVILLE;54370;;ATHIENVILLE;48.7174707236,6.48605238169
52544;VOISEY;52400;;VOISEY;47.8788477448,5.76399198551
54030;AUTREPIERRE;54450;;AUTREPIERRE;48.60801728,6.79797382207
52544;VOISEY;52400;VAUX LA DOUCE;VOISEY;47.8788477448,5.76399198551
54032;AUTREY;54160;;AUTREY;48.5315476318,6.12732307982
52549;VRONCOURT LA COTE;52240;;VRONCOURT LA COTE;48.1465009681,5.51317198706
54033;AVILLERS;54490;;AVILLERS;49.3225310079,5.73813667687
53002;ALEXAIN;53240;;ALEXAIN;48.2320714529,-0.735727853569
54036;AVRIL;54150;;AVRIL;49.2941688536,5.96776937418
53005;ANDOUILLE;53240;;ANDOUILLE;48.1771432995,-0.792693064482
54039;BACCARAT;54120;CRIVILLER;BACCARAT;48.4499656424,6.74057641633
53019;BANNES;53340;;BANNES;47.9849130159,-0.35128628671
54049;BASLIEUX;54620;;BASLIEUX;49.4380044151,5.75072929196
53021;LA BAZOGE MONTPINCON;53440;;LA BAZOGE MONTPINCON;48.2714381316,-0.58389369345
54056;BAZAILLES;54620;;BAZAILLES;49.4100137123,5.76596330618
53027;BEAUMONT PIED DE BOEUF;53290;;BEAUMONT PIED DE BOEUF;47.9084771781,-0.440801679102
54059;BELLEAU;54610;SERRIERES;BELLEAU;48.8487345093,6.18702961708
53029;BIERNE LES VILLAGES;53290;ST LAURENT DES MORTIERS;BIERNE LES VILLAGES;47.8071088114,-0.532804034432
54061;BENAMENIL;54450;;BENAMENIL;48.5644531096,6.66195339245
53031;LA BIGOTTIERE;53240;;LA BIGOTTIERE;48.2226908203,-0.795648692425
54063;BERNECOURT;54470;;BERNECOURT;48.8511844853,5.84154231501
53045;LA BRULATTE;53410;;LA BRULATTE;48.0896249185,-0.973295963828
54073;BICQUELEY;54200;;BICQUELEY;48.6236921452,5.92521609903
53046;LE BURET;53170;;LE BURET;47.9188428297,-0.500867794601
54078;BLEMEREY;54450;;BLEMEREY;48.5821365938,6.73701286982
53049;CHALONS DU MAINE;53470;;CHALONS DU MAINE;48.1595881924,-0.645569243902
54083;BONVILLER;54300;;BONVILLER;48.62740859,6.49547156004
53052;CHAMPFREMONT;53370;;CHAMPFREMONT;48.4329079781,-0.104054621774
54084;MONT BONVILLERS;54111;;MONT BONVILLERS;49.3268467637,5.84287018832
53054;CHANGE;53810;;CHANGE;48.1079801148,-0.800104772023
54086;BOUCQ;54200;;BOUCQ;48.7548905415,5.75734618007
53063;CHATELAIN;53200;;CHATELAIN;47.8067934344,-0.596047486278
54094;BRALLEVILLE;54740;;BRALLEVILLE;48.4091219312,6.19227832829
53067;CHEMERE LE ROI;53340;;CHEMERE LE ROI;47.9744461326,-0.445587835574
54100;BRIN SUR SEILLE;54280;;BRIN SUR SEILLE;48.7740484006,6.35487375911
50230;HARDINVAST;50690;;HARDINVAST;49.5766905204,-1.64595103605
53068;CHERANCE;53400;;CHERANCE;47.8007098465,-0.926581399952
50243;HEUGUEVILLE SUR SIENNE;50200;;HEUGUEVILLE SUR SIENNE;49.037931867,-1.51183729041
53072;COMMER;53470;;COMMER;48.2352391072,-0.620245484503
50246;HIESVILLE;50480;;HIESVILLE;49.3711233958,-1.25909624755
53076;COSSE EN CHAMPAGNE;53340;;COSSE EN CHAMPAGNE;47.965084113,-0.323516283471
50247;HOCQUIGNY;50320;;HOCQUIGNY;48.8085201444,-1.401972508
53078;COUDRAY;53200;;COUDRAY;47.7910216372,-0.63763514955
50251;HUBERVILLE;50700;;HUBERVILLE;49.5093443935,-1.43254692074
53082;COURBEVEILLE;53230;;COURBEVEILLE;47.9866601942,-0.888326689852
50252;HUDIMESNIL;50510;;HUDIMESNIL;48.870028751,-1.46798288631
53101;FROMENTIERES;53200;;FROMENTIERES;47.8718387269,-0.667772720385
50256;ISIGNY LE BUAT;50540;CHALANDREY;ISIGNY LE BUAT;48.6214964353,-1.18298649234
53106;GESVRES;53370;;GESVRES;48.3761066055,-0.163693410236
50256;ISIGNY LE BUAT;50540;NAFTEL;ISIGNY LE BUAT;48.6214964353,-1.18298649234
53114;HARDANGES;53640;;HARDANGES;48.34114678,-0.405714149833
50260;JUVIGNY LES VALLEES;50520;BELLEFONTAINE;JUVIGNY LES VALLEES;48.678576703,-1.04281408802
53120;IZE;53160;;IZE;48.225304458,-0.301409019014
50260;JUVIGNY LES VALLEES;50520;CHASSEGUEY;JUVIGNY LES VALLEES;48.678576703,-1.04281408802
53121;JAVRON LES CHAPELLES;53250;;JAVRON LES CHAPELLES;48.4208361061,-0.330959453036
50260;JUVIGNY LES VALLEES;50520;JUVIGNY LE TERTRE;JUVIGNY LES VALLEES;48.678576703,-1.04281408802
53127;LASSAY LES CHATEAUX;53110;MELLERAY LA VALLEE;LASSAY LES CHATEAUX;48.4421089808,-0.498821106653
50265;LAULNE;50430;;LAULNE;49.2506372168,-1.45537341043
53131;LESBOIS;53120;;LESBOIS;48.4514022952,-0.793461282551
50268;LESTRE;50310;;LESTRE;49.5256131651,-1.32237994906
53134;LIVET;53150;;LIVET;48.1116444392,-0.462684976775
50273;MONTSENELLE;50250;STE SUZANNE EN BAUPTOIS;MONTSENELLE;49.2964016031,-1.48893562927
53144;MARCILLE LA VILLE;53440;;MARCILLE LA VILLE;48.3246621329,-0.480574121834
50277;LONGUEVILLE;50290;;LONGUEVILLE;48.8585636393,-1.5352864546
53146;MARTIGNE SUR MAYENNE;53470;;MARTIGNE SUR MAYENNE;48.2026950175,-0.661054831138
50281;LA LUCERNE D OUTREMER;50320;;LA LUCERNE D OUTREMER;48.788392012,-1.40995865422
53152;MESLAY DU MAINE;53170;;MESLAY DU MAINE;47.9469156243,-0.558693863131
50282;LE LUOT;50870;;LE LUOT;48.7661567656,-1.32946620609
53160;MONTREUIL POULAY;53640;;MONTREUIL POULAY;48.385896935,-0.535818668483
50285;MAGNEVILLE;50260;;MAGNEVILLE;49.452860666,-1.5484188019
53160;MONTREUIL POULAY;53640;POULAY;MONTREUIL POULAY;48.385896935,-0.535818668483
50288;MARCEY LES GREVES;50300;;MARCEY LES GREVES;48.7001007007,-1.38897452773
53169;OLIVET;53410;;OLIVET;48.1207608153,-0.935026988481
50289;MARCHESIEUX;50190;;MARCHESIEUX;49.1886083143,-1.30728128303
53172;ORIGNE;53360;;ORIGNE;47.9525235676,-0.734592990077
50291;MARGUERAY;50410;;MARGUERAY;48.9003108376,-1.1263529355
53173;LA PALLU;53140;;LA PALLU;48.5047614159,-0.297114491021
50298;MEAUTIS;50500;;MEAUTIS;49.280521992,-1.29573057994
53180;POMMERIEUX;53400;;POMMERIEUX;47.8279468794,-0.899677522032
50321;LE MESNIL ROUXELIN;50000;;LE MESNIL ROUXELIN;49.1423322166,-1.07833436341
53184;PREAUX;53340;;PREAUX;47.9370817742,-0.464953364883
50324;LE MESNIL VENERON;50620;;LE MESNIL VENERON;49.2259215456,-1.16299457412
53185;PRE EN PAIL ST SAMSON;53140;ST SAMSON;PRE EN PAIL ST SAMSON;48.4470393586,-0.196704985828
50336;MONTAIGU LES BOIS;50450;;MONTAIGU LES BOIS;48.8911102203,-1.27021811882
53187;RAVIGNY;53370;;RAVIGNY;48.4424919751,-0.0682909455819
50338;MONTBRAY;50410;;MONTBRAY;48.8830810349,-1.10930704314
53190;LE RIBAY;53640;;LE RIBAY;48.3782564166,-0.415575081434
50352;MONTREUIL SUR LOZON;50570;;MONTREUIL SUR LOZON;49.1333974057,-1.24331405559
53191;LA ROE;53350;;LA ROE;47.8910085582,-1.10255581049
50353;LE MONT ST MICHEL;50170;;LE MONT ST MICHEL;48.6222106276,-1.53309065436
53192;LA ROUAUDIERE;53390;;LA ROUAUDIERE;47.8380947101,-1.18557298037
50365;MUNEVILLE SUR MER;50290;;MUNEVILLE SUR MER;48.9364819167,-1.48702600548
53197;ST AIGNAN SUR ROE;53390;;ST AIGNAN SUR ROE;47.8498132435,-1.14052509792
50378;NOTRE DAME DE CENILLY;50210;;NOTRE DAME DE CENILLY;48.9982461228,-1.25757304935
53201;ST BERTHEVIN;53940;;ST BERTHEVIN;48.0702234162,-0.845217269922
50382;NOUAINVILLE;50690;;NOUAINVILLE;49.6200133969,-1.68096572433
53203;ST BRICE;53290;;ST BRICE;47.8614989489,-0.439457256097
50388;ORVAL SUR SIENNE;50660;MONTCHATON;ORVAL SUR SIENNE;49.0114256149,-1.46437538722
53213;ST ELLIER DU MAINE;53220;;ST ELLIER DU MAINE;48.404060159,-1.04037083091
50391;GRANDPARIGNY;50600;CHEVREVILLE;GRANDPARIGNY;48.5937472635,-1.08234718807
53214;ST ERBLON;53390;;ST ERBLON;47.7867130682,-1.15831425112
50391;GRANDPARIGNY;50600;MILLY;GRANDPARIGNY;48.5937472635,-1.08234718807
53228;BLANDOUET ST JEAN;53270;BLANDOUET;BLANDOUET ST JEAN;48.0403224442,-0.38824131993
50395;LA PERNELLE;50630;;LA PERNELLE;49.6131883307,-1.30916407089
53242;ST MICHEL DE LA ROE;53350;;ST MICHEL DE LA ROE;47.8723222093,-1.12403931554
50397;PERRIERS EN BEAUFICEL;50150;;PERRIERS EN BEAUFICEL;48.7361688634,-0.999617410349
53247;ST PIERRE LA COUR;53410;;ST PIERRE LA COUR;48.1084439296,-1.02377898526
50399;LE PETIT CELLAND;50370;;LE PETIT CELLAND;48.6976542457,-1.21523678819
53249;VIMARTIN SUR ORTHE;53160;ST MARTIN DE CONNEE;VIMARTIN SUR ORTHE;48.2283647918,-0.193084867876
50403;PIROU;50770;;PIROU;49.1646654807,-1.55903985715
53258;LA SELLE CRAONNAISE;53800;;LA SELLE CRAONNAISE;47.8467586768,-1.05851023151
50408;PONTAUBAULT;50220;;PONTAUBAULT;48.6249468178,-1.35394926962
53265;TORCE VIVIERS EN CHARNIE;53270;;TORCE VIVIERS EN CHARNIE;48.0968755142,-0.27150595519
50410;PONTORSON;50170;MOIDREY;PONTORSON;48.5689721753,-1.48653363271
53265;TORCE VIVIERS EN CHARNIE;53270;VIVIERS EN CHARNIE;TORCE VIVIERS EN CHARNIE;48.0968755142,-0.27150595519
50412;PORT BAIL SUR MER;50580;DENNEVILLE;PORT BAIL SUR MER;49.3520385149,-1.69541641793
53267;VAIGES;53480;;VAIGES;48.0506374243,-0.471285801786
50419;QUETTREVILLE SUR SIENNE;50660;;QUETTREVILLE SUR SIENNE;48.9618413224,-1.46914956989
53271;VILLAINES LA JUHEL;53700;;VILLAINES LA JUHEL;48.3394105228,-0.292005010106
50422;RAIDS;50500;;RAIDS;49.2079341726,-1.34553076662
53273;VILLIERS CHARLEMAGNE;53170;;VILLIERS CHARLEMAGNE;47.9250890496,-0.682830873383
50423;RAMPAN;50000;;RAMPAN;49.1464510934,-1.13114695392
54006;AGINCOURT;54770;;AGINCOURT;48.7294061965,6.23559240727
50429;REGNEVILLE SUR MER;50590;;REGNEVILLE SUR MER;49.0157487171,-1.53843430747
54007;AINGERAY;54460;;AINGERAY;48.7369624344,6.0192315764
50436;ROMAGNY FONTENAY;50140;FONTENAY;ROMAGNY FONTENAY;48.6374333349,-0.98072243352
54008;ALLAIN;54170;;ALLAIN;48.5496654439,5.92089883259
50443;SACEY;50170;;SACEY;48.4995771205,-1.4595082329
54009;ALLAMONT;54800;;ALLAMONT;49.1284916114,5.77659749922
50444;ST AMAND VILLAGES;50160;ST SYMPHORIEN LES BUTTES;ST AMAND VILLAGES;49.0444946813,-0.948478098898
54021;ARMAUCOURT;54760;;ARMAUCOURT;48.8125986306,6.298257299
50450;ST BARTHELEMY;50140;;ST BARTHELEMY;48.6842500413,-0.950654669015
54035;AVRICOURT;54450;;AVRICOURT;48.6425808657,6.81321103492
50452;ST BRICE DE LANDELLES;50730;;ST BRICE DE LANDELLES;48.5412096046,-1.13243584408
54039;BACCARAT;54120;;BACCARAT;48.4499656424,6.74057641633
50456;ST CLEMENT RANCOUDRAY;50140;;ST CLEMENT RANCOUDRAY;48.6689629346,-0.890384424865
54039;BACCARAT;54120;BADMENIL;BACCARAT;48.4499656424,6.74057641633
50475;ST GEORGES MONTCOCQ;50000;;ST GEORGES MONTCOCQ;49.1351168575,-1.10954006058
54042;BAINVILLE AUX MIROIRS;54290;;BAINVILLE AUX MIROIRS;48.4363808241,6.2833736901
50480;ST GERMAIN LE GAILLARD;50340;;ST GERMAIN LE GAILLARD;49.4890990838,-1.77283879309
54044;BARBAS;54450;;BARBAS;48.5709454434,6.8498123198
50481;ST GERMAIN SUR AY;50430;;ST GERMAIN SUR AY;49.2376498334,-1.60885612868
54045;BARBONVILLE;54360;;BARBONVILLE;48.5504061988,6.35579001053
50482;ST GERMAIN SUR SEVES;50190;;ST GERMAIN SUR SEVES;49.2200351465,-1.37670798974
54051;BATILLY;54980;;BATILLY;49.1770727995,5.9696995649
50487;ST JAMES;50240;;ST JAMES;48.5257483373,-1.32634914406
54055;BAYONVILLE SUR MAD;54890;;BAYONVILLE SUR MAD;49.0159045252,5.99755026725
50487;ST JAMES;50240;VILLIERS LE PRE;ST JAMES;48.5257483373,-1.32634914406
54059;BELLEAU;54610;MOREY;BELLEAU;48.8487345093,6.18702961708
50490;ST JEAN DE LA RIVIERE;50270;;ST JEAN DE LA RIVIERE;49.3687683933,-1.73964743222
54062;BENNEY;54740;;BENNEY;48.5246335005,6.2245124594
50491;ST JEAN DE SAVIGNY;50680;;ST JEAN DE SAVIGNY;49.1886831817,-1.00370068666
54069;BEUVILLERS;54560;;BEUVILLERS;49.3870500621,5.91906739563
50492;ST JEAN D ELLE;50810;PRECORBIN;ST JEAN D ELLE;49.0936069017,-0.991213654539
54072;BEZAUMONT;54380;;BEZAUMONT;48.8484200682,6.10334870452
50492;ST JEAN D ELLE;50810;VIDOUVILLE;ST JEAN D ELLE;49.0936069017,-0.991213654539
54074;BIENVILLE LA PETITE;54300;;BIENVILLE LA PETITE;48.633628939,6.5126118634
50493;ST JEAN DES CHAMPS;50320;ST URSIN;ST JEAN DES CHAMPS;48.8240464448,-1.46346833183
54079;BLENOD LES PONT A MOUSSON;54700;;BLENOD LES PONT A MOUSSON;48.8752634053,6.0622081682
50509;STE MARIE DU MONT;50480;;STE MARIE DU MONT;49.395071265,-1.20388843834
54080;BLENOD LES TOUL;54113;;BLENOD LES TOUL;48.5971874239,5.82709869884
50518;ST MARTIN LE BOUILLANT;50800;;ST MARTIN LE BOUILLANT;48.7800336062,-1.15914723791
54081;BOISMONT;54620;;BOISMONT;49.4110699513,5.7403735088
50519;ST MARTIN LE GREARD;50690;;ST MARTIN LE GREARD;49.5531033144,-1.64677361322
54089;BOUXIERES AUX CHENES;54770;MOULINS;BOUXIERES AUX CHENES;48.7728236838,6.27141981463
50523;STE MERE EGLISE;50480;CARQUEBUT;STE MERE EGLISE;49.4088606097,-1.32366056657
54090;BOUXIERES AUX DAMES;54136;;BOUXIERES AUX DAMES;48.7585901427,6.16355504539
50523;STE MERE EGLISE;50480;ECOQUENEAUVILLE;STE MERE EGLISE;49.4088606097,-1.32366056657
54092;BOUZANVILLE;54930;;BOUZANVILLE;48.3707663422,6.10733218681
50533;ST PATRICE DE CLAIDS;50190;;ST PATRICE DE CLAIDS;49.2275614672,-1.44033380334
